,addressStreet,addressCity,addressState,addressZipCode,bikesAvailable,closeTime,docksAvailable,eventEnd,eventStart,isEventBased,isVirtual,isVisible,kioskId,kioskPublicStatus,kioskStatus,kioskUnresponsiveTime,name,notes,openTime,publicText,timeZone,totalDocks,trikesAvailable,kioskConnectionStatus,kioskType,latitude,longitude,hasGeofence,classicBikesAvailable,smartBikesAvailable,electricBikesAvailable,isArchived,clientVersion,geometry
205,5223 Lankershim Blvd,North Hollywood,CA,91601,8,05:44:00,1,,,False,False,False,4598,Active,FullService,,North Hollywood Plaza,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.16552,-118.37515,False,8,0,0,False,2.174.257,POINT (-118.37515 34.16552)
206,10605 Chandler Blvd,North Hollywood,CA,96106,3,05:44:00,9,,,False,False,False,4599,Active,FullService,,Chandler & Cahuenga,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.16875,-118.36187,False,3,0,0,False,2.174.257,POINT (-118.36187 34.16875)
207,5906 Lankershim Blvd,North Hollywood,CA,96106,5,05:44:00,4,,,False,False,False,4600,Active,FullService,,Lankershim & Califa,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.17765,-118.38231,False,5,0,0,False,2.174.257,POINT (-118.38231 34.17765)
208,5032 Lankershim Blvd,North Hollywood,CA,96106,10,05:44:00,1,,,False,False,False,4601,Active,FullService,,Lankershim & Hesby,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.16171,-118.37282,False,9,0,1,False,2.174.257,POINT (-118.37282 34.16171)
209,10650 W Magnolia Blvd,North Hollywood,CA,96106,5,05:44:00,6,,,False,False,False,4602,Active,FullService,,Magnolia & Cartwright,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.16495,-118.36363,False,5,0,0,False,2.174.257,POINT (-118.36363 34.16495)
210,10600 Riverside Dr,North Hollywood,CA,96106,10,05:44:00,7,,,False,False,False,4603,Active,FullService,,Riverside & Cahuenga,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.15214,-118.36195,False,8,0,2,False,2.174.257,POINT (-118.36195 34.15214)
211,4825 Lanklershim Blvd,North Hollywood,CA,96106,3,05:44:00,8,,,False,False,False,4604,Active,FullService,,Lankershim & Vineland,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.15832,-118.37081,False,2,0,1,False,2.174.257,POINT (-118.37081 34.15832)
212,4499 Mariota Ave,North Hollywood,CA,96106,4,05:44:00,9,,,False,False,False,4605,Active,FullService,,Mariota & Riverside,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.152,-118.3506,False,2,0,2,False,2.174.257,POINT (-118.3506 34.152)
213,5377 Lankershim,North Hollywood,CA,96106,11,05:44:00,8,,,False,False,False,4606,Active,FullService,,North Hollywood Station,,05:45:00,,Pacific Standard Time,20,0,Active,1,34.16863,-118.37707,False,11,0,0,False,2.174.257,POINT (-118.37707 34.16863)
214,"425 Westwood Plaza, Los Angeles, CA 90095",Westwood,CA,90095,2,05:44:00,9,,,False,False,False,4613,Active,FullService,,Gateway Plaza,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.06975,-118.44535,False,1,0,1,False,2.174.257,POINT (-118.44535 34.06975)
215,1317 Portola Plaza,Westwood,CA,90095,7,05:44:00,10,,,False,False,False,4614,Active,FullService,,Perloff Hall,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.07365,-118.43984,False,7,0,0,False,2.174.257,POINT (-118.43984 34.07365)
216,6203 Hollywood Blvd,Hollywood,CA,90028,7,05:44:00,10,,,False,False,False,4627,Active,FullService,,Argyle & Hollywood ,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.10185,-118.32514,False,5,0,2,False,2.174.257,POINT (-118.32514 34.10185)
217,2966 7th St,Koreatown,CA,90005,10,05:44:00,5,,,False,False,False,4628,Active,FullService,,7th & Westmoreland,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.05978,-118.28854,False,6,0,4,False,2.174.257,POINT (-118.28854 34.05978)
218,13438 Maxella Ave,Del Rey,CA,90292,9,05:44:00,6,,,False,False,False,4632,Active,FullService,,Maxella & Glencoe,,05:45:00,,Pacific Standard Time,15,0,Active,1,33.98667,-118.44095,False,8,0,1,False,2.174.257,POINT (-118.44095 33.98667)
219,"UCLA12, Drake Stadium",Los Angeles,CA,90095,5,23:59:00,15,,,False,False,False,4643,Active,FullService,,Drake Stadium,,00:00:00,,Pacific Standard Time,20,0,Active,1,34.07262,-118.44944,False,4,0,1,False,2.174.257,POINT (-118.44944 34.07262)
220,"UCLA17, Weyburn Terrace",Los Angeles,CA,90024,4,23:59:00,8,,,False,False,False,4644,Active,FullService,,Weyburn Terrace,,00:00:00,,Pacific Standard Time,12,0,Active,1,34.06186,-118.45002,False,3,0,1,False,2.174.257,POINT (-118.45002 34.06186)
221,3210 Sawtelle Blvd,Los Angeles,CA,90066,10,23:59:00,2,,,False,False,False,4645,Active,FullService,,University Village (Sawtelle Blvd),,00:00:00,,Pacific Standard Time,12,0,Active,1,34.02341,-118.42901,False,5,0,5,False,2.174.257,POINT (-118.42901 34.02341)
222,Arizona Ave & 16th,Santa Monica,CA,90404,8,23:59:00,3,,,False,False,False,4652,Active,FullService,,Arizona Ave & 16th St,,00:00:00,,Pacific Standard Time,11,0,Active,1,34.02705,-118.48518,False,5,0,3,False,2.174.257,POINT (-118.48518 34.02705)
